,frameN,routine_time,global_time,gaze,good_fixation,click
0,0,0.011632477446255507,3.7779178917880927,"[-317.1000061035156, 0.5]",True,False
1,1,0.024127963050887047,3.7904148796869777,"[-314.79998779296875, -1.70001220703125]",True,False
2,2,0.03513076873605314,3.801417384913293,"[-317.5, 0.399993896484375]",True,False
3,3,0.04685918271570699,3.813145798892947,"[-313.8999938964844, -3.399993896484318]",True,False
4,4,0.05860652560750168,3.824892841325891,"[-312.20001220703125, -4.0]",True,False
5,5,0.07038121026107547,3.836667525978555,"[-312.1000061035156, -2.499999999999943]",True,False
6,6,0.08214327563928236,3.8484298918165223,"[-313.3999938964844, -2.899993896484375]",True,False
7,7,0.0938819052225881,3.860168220940068,"[-314.70001220703125, -2.20001220703125]",True,False
8,8,0.10564457151849638,3.8719308872368856,"[-312.5, -4.700012207031193]",True,False
9,9,0.11741414837069897,3.883700764547939,"[-312.3999938964844, -3.399993896484318]",True,False
10,10,0.12916569768731279,3.8954520134047925,"[-310.79998779296875, -5.899993896484375]",True,False
11,11,0.14092415755840193,3.907210773735642,"[-307.70001220703125, -8.399993896484375]",True,False
12,12,0.1527039500133469,3.918990265731736,"[-307.1000061035156, -9.20001220703125]",True,False
13,13,0.16444077684263902,3.9307430168837527,"[-307.1000061035156, -8.399993896484375]",True,False
14,14,0.1761908238649994,3.942492462987502,"[-308.5, -9.399993896484432]",True,False
15,15,0.18798173329923884,3.9542683494764788,"[-307.0, -10.500000000000057]",True,False
16,16,0.19972306701311027,3.9660105845669023,"[-306.8999938964844, -10.600006103515625]",True,False
17,17,0.21159029301361443,3.977878111026257,"[-306.20001220703125, -11.600006103515682]",True,False
18,18,0.2233006794576795,3.989587896552621,"[-305.5, -13.100006103515568]",True,False
19,19,0.2350678526381671,4.0013559711096605,"[-307.70001220703125, -11.29998779296875]",True,False
20,20,0.24682150516764523,4.013109323180288,"[-309.3999938964844, -10.500000000000057]",True,False
21,21,0.2585415062967513,4.024829023850543,"[-309.3999938964844, -9.20001220703125]",True,False
22,22,0.2703531473971452,4.0366403644920865,"[-307.3999938964844, -12.100006103515625]",True,False
23,23,0.2820881714733332,4.048375689027125,"[-307.3999938964844, -9.899993896484375]",True,False
24,24,0.2938478331807346,4.060135951652228,"[-306.8999938964844, -9.70001220703125]",True,False
25,25,0.3055804535852076,4.071866769303597,"[-304.6000061035156, -11.70001220703125]",True,False
