,frameN,routine_time,global_time,gaze,good_fixation,click
0,0,0.01158081303583458,241.66747849715466,"[-311.6000061035156, -52.70001220703125]",False,False
1,1,0.0234292717432254,241.67932845814357,"[-310.29998779296875, -52.70001220703125]",False,False
2,2,0.0349916969134938,241.69089028239978,"[-310.20001220703125, -53.29998779296881]",False,False
3,3,0.04678367000815342,241.70268255594783,"[-310.70001220703125, -54.40002441406256]",False,False
4,4,0.058529673424345674,241.71442855936402,"[-310.79998779296875, -54.70001220703125]",False,False
5,5,0.07027717911842046,241.72617606506174,"[-311.0, -56.29998779296875]",False,False
6,6,0.08203459983997163,241.7379334857833,"[-309.6000061035156, -57.79998779296875]",False,False
7,7,0.09379893103687209,241.74969751652316,"[-310.5, -58.70001220703125]",False,False
8,8,0.10596437019194127,241.76186295568186,"[-311.29998779296875, -59.70001220703131]",False,False
9,9,0.11773410958630848,241.77364621556626,"[-311.1000061035156, -59.5]",False,False
10,10,0.12949183076489135,241.7853910171616,"[-311.5, -59.5999755859375]",False,False
11,11,0.14123873554854072,241.79713762149186,"[-312.0, -60.4000244140625]",False,False
12,12,0.15299825945839984,241.80889714540172,"[-312.3999938964844, -60.59997558593756]",False,False
13,13,0.16475688200443983,241.82065576794412,"[-313.5, -60.9000244140625]",False,False
14,14,0.1765317291392421,241.83243031462553,"[-315.70001220703125, -63.29998779296875]",False,False
15,15,0.18829035168528208,241.84418923762496,"[-316.5, -64.0]",False,False
16,16,0.20005197878344916,241.85595056426973,"[-316.1000061035156, -65.0999755859375]",False,False
17,17,0.21175291388863116,241.86765179983195,"[-316.70001220703125, -64.4000244140625]",False,False
18,18,0.22351123597763944,241.87940982146392,"[-315.6000061035156, -66.0]",False,False
19,19,0.2352932940448227,241.8911921799845,"[-316.0, -64.49999999999994]",False,False
20,20,0.24705972842639312,241.9029586143697,"[-315.20001220703125, -67.29998779296875]",False,False
21,21,0.2588360778427159,241.9147349637824,"[-314.6000061035156, -66.4000244140625]",False,False
22,22,0.2705844849006098,241.92648337084393,"[-315.70001220703125, -66.2999877929688]",False,False
23,23,0.2823854716589267,241.93828465805564,"[-315.6000061035156, -65.79998779296875]",False,False
24,24,0.2941576146949956,241.95005650063467,"[-314.29998779296875, -66.09997558593756]",False,False
25,25,0.30586846483129193,241.96176735077097,"[-319.20001220703125, -66.4000244140625]",False,False
26,26,0.31766284156765323,241.97356202796436,"[-417.1000061035156, -87.2000122070312]",False,False
27,27,0.3294211636566615,241.98532004959634,"[-467.1000061035156, -84.5]",False,False
28,28,0.34118699712780653,241.9970855826141,"[-471.6999969482422, -93.0999755859375]",False,False
29,29,0.35292789280356374,242.00882677874688,"[-470.3999938964844, -91.00000000000006]",False,False
30,30,0.364681107152137,242.02057969263842,"[-471.6000061035156, -93.0999755859375]",False,False
31,31,0.37646346567271394,242.03236235161603,"[-470.0, -95.29998779296875]",False,False
32,32,0.388306516182638,242.04420540212595,"[-470.1999969482422, -98.09997558593756]",False,False
33,33,0.39995607341916184,242.05585495935884,"[-469.6999969482422, -98.4000244140625]",False,False
34,34,0.411701175467897,242.06760066232164,"[-468.6000061035156, -98.4000244140625]",False,False
