03,ExpName,Date,Session,Monitor_Size(pix),FrameRate,Distance(cm),Participant,Sex,Age,Test_Eye,BG_Color,Fix_Pos(pix),Fix_Size(pix),Fix_Color,Cursor_Color,Cursor_Size(pix),Flickering(Hz),Mode,H_Trials,HT_N,V_Trials,VT_N,H_Clicks,H_Points,V_Clicks,V_Points,BS_Center,Raw_BS_Vertices,BS_Vertices,BS_width,BS_height,Staircase,Validation,InitialVal,Step_Sizes,Staircase_Trials,nUp,nDown,nReversals,Staircase_Target_Display(s),Staircase_Latency(s),Staircase_Data,Grid_Width(portion),Grid_Height(portion),Rows,Columns,Repeats,Heat_Map_Target_Display(s),Heat_Map_Latency(s),Tolerance(deg),Calibration_Type
0,BS_mapping,2020_Mar_12_1150,heatmap2,"(1280, 960)",85.0,57,03,male,24,RIGHT,"(128, 128, 128)","[-300, 0]",40,"(255, 255, 255)","(255, 255, 255)",12,20,Low,"[0, -18.25]",2,[223.61666666666665],1,"[(126.0, 0), (335.0, 0), (319.0, 0), (115.0, 0), (125.0, 0), (348.0, 0), (329.0, 0), (115.0, 0), (121.0, 0), (326.0, 0), (328.0, 0), (117.0, 0), (119.0, -18.25), (354.0, -18.25), (336.0, -18.25), (112.0, -18.25), (117.0, -18.25), (339.0, -18.25), (331.0, -18.25), (114.0, -18.25), (121.0, -18.25), (349.0, -18.25), (340.0, -18.25), (111.0, -18.25)]","[(115.66666666666666, -18.25), (341.5, -18.25)]","[(223.61666666666665, 100.0), (223.61666666666665, -159.0), (223.61666666666665, -151.0), (223.61666666666665, 130.0), (223.61666666666665, 121.0), (223.61666666666665, -161.0), (223.61666666666665, -155.0), (223.61666666666665, 126.0), (223.61666666666665, 111.0), (223.61666666666665, -169.0), (223.61666666666665, -145.0), (223.61666666666665, 133.0)]","[(223.61666666666665, -156.66666666666666), (223.61666666666665, 120.16666666666666)]","(223.61666666666665, -18.25)","[(341.5, -18.25), (223.61666666666665, 120.16666666666666), (115.66666666666666, -18.25), (223.61666666666665, -156.66666666666666)]","[(328.5, -18.25), (223.61666666666665, 101.16666666666666), (118.66666666666666, -18.25), (223.61666666666665, -141.66666666666666)]",209.83333333333334,242.83333333333331,True,Heat_Map,50,"(30, 15, 7, 3)",20,1,3,4,0.4,0.4,"{'(341.5, -18.25)': [(1, 50), (2, 20), (3, -10), (4, 5), (5, 20), (6, 20), (7, 20), (8, 13), (9, 13), (10, 13), (11, 16), (12, 16), (13, 16), (14, 13), (15, 13), (16, 13), (17, 10), (18, 10), (19, 13), (20, 13)], '(223.61666666666665, 120.16666666666666)': [(1, 50), (2, 20), (3, -10), (4, 5), (5, 20), (6, 20), (7, 20), (8, 13), (9, 13), (10, 13), (11, 16), (12, 16), (13, 16), (14, 13), (15, 16), (16, 19), (17, 22), (18, 22), (19, 22), (20, 19)], '(115.66666666666666, -18.25)': [(1, 50), (2, 20), (3, -10), (4, -40), (5, -25), (6, -10), (7, 5), (8, 5), (9, 5), (10, -2), (11, -2), (12, -2), (13, -9), (14, -9), (15, -6), (16, -6), (17, -3), (18, 0), (19, 0), (20, 3), (21, 3), (22, 3)], '(223.61666666666665, -156.66666666666666)': [(1, 50), (2, 20), (3, -10), (4, 5), (5, 20), (6, 20), (7, 20), (8, 13), (9, 13), (10, 13), (11, 6), (12, 9), (13, 12), (14, 12), (15, 12), (16, 9), (17, 12), (18, 12), (19, 15), (20, 15)]}",1.1,1.2,10,10,10,0.4,0.4,1.5,HV9
