,frameN,routine_time,global_time,gaze,good_fixation,button,stimulus_display,recorded_response
0,0,1.132886743452218,350.9593766749749,"[-288.79998779296875, -14.899993896484432]",True,None,False,None
1,1,1.1462778301215621,350.9727677616447,"[-290.0, -13.999999999999943]",True,None,False,None
2,2,1.157606669614779,350.98409600025025,"[-291.70001220703125, -15.5]",True,None,False,None
3,3,1.1692476703574357,350.99573670054906,"[-291.79998779296875, -16.899993896484432]",True,None,False,None
4,4,1.181057220148432,351.00756457741954,"[-289.0, -14.200012207031193]",True,None,False,None
5,5,1.1928180980216894,351.0193083299887,"[-287.20001220703125, -14.79998779296875]",True,None,False,None
6,6,1.2045492319448385,351.03103946391184,"[-285.8999938964844, -16.70001220703125]",True,None,False,None
7,7,1.2163395533239054,351.04283008573475,"[-286.79998779296875, -15.70001220703125]",True,None,False,None
8,8,1.2280478535080874,351.05453838591893,"[-285.5, -16.200012207031193]",True,None,False,None
9,9,1.239842681546179,351.066333213957,"[-286.29998779296875, -17.100006103515682]",True,None,False,None
10,10,1.2516263931584035,351.07811692556925,"[-285.79998779296875, -18.79998779296875]",True,None,False,None
11,11,1.2634191180886774,351.0899093500557,"[-285.29998779296875, -19.0]",True,None,False,None
12,12,1.2751316244884947,351.10162215689934,"[-285.70001220703125, -17.799987792968807]",True,None,False,None
13,13,1.2868462339952202,351.11333676640606,"[-287.0, -15.299987792968693]",True,None,False,None
14,14,1.2986110176398142,351.1251018504945,"[-286.0, -17.899993896484375]",True,None,False,None
15,15,1.310371895512617,351.1368621274796,"[-285.1000061035156, -18.000000000000057]",True,None,False,None
16,16,1.3221682257703833,351.1486584577374,"[-285.0, -17.799987792968807]",True,None,False,None
17,17,1.333890646819782,351.1603808787868,"[-285.8999938964844, -16.899993896484432]",True,None,False,None
18,18,1.3456995957226354,351.17218982768964,"[-285.6000061035156, -17.20001220703125]",True,None,False,None
19,19,1.3574412451839635,351.1839317775948,"[-284.70001220703125, -19.700012207031193]",True,None,False,None
20,20,1.369238777217106,351.1957296100718,"[-282.8999938964844, -21.499999999999943]",True,None,False,None
21,21,1.380981027566122,351.2074709590893,"[-282.1000061035156, -21.79998779296875]",True,None,False,None
22,22,1.392735596116836,351.21922582808384,"[-280.79998779296875, -21.899993896484375]",True,None,False,None
23,23,1.4044706358113217,351.2309608677783,"[-281.6000061035156, -21.399993896484375]",True,None,False,None
24,24,1.4162291101329174,351.24271964254376,"[-281.79998779296875, -20.899993896484375]",True,None,False,None
25,25,1.4279668538233636,351.2544573862342,"[-281.0, -20.200012207031307]",True,None,False,None
26,26,1.439731937911347,351.26622277076603,"[-280.1000061035156, -20.29998779296875]",True,None,False,None
27,27,1.451509340201028,351.2779998726119,"[-280.5, -21.20001220703125]",True,None,False,None
28,28,1.4633300064174364,351.2898205388283,"[-280.0, -21.899993896484375]",True,None,False,None
29,29,1.475016674638482,351.3015069066055,"[-278.0, -24.0]",True,None,False,None
30,30,1.4867694405252223,351.31325997293607,"[-278.1000061035156, -23.700012207031193]",True,None,False,None
31,31,1.4985567574649394,351.3250469894315,"[-277.70001220703125, -23.20001220703125]",True,None,False,None
32,32,1.5103398681890212,351.33683040059987,"[-263.29998779296875, -33.29998779296875]",False,None,False,None
33,33,1.5220950376274232,351.3485858704821,"[-262.5, -44.70001220703131]",False,None,False,None
34,34,1.5338066426952537,351.36029687466225,"[-263.20001220703125, -42.5999755859375]",False,None,False,None
35,35,1.5456128876026014,351.3721031195696,"[-261.79998779296875, -44.20001220703119]",False,None,False,None
36,36,1.5573812765742332,351.38387060720925,"[-261.6000061035156, -42.5999755859375]",False,None,False,None
37,37,1.569162584634796,351.3956522157141,"[-261.79998779296875, -43.29998779296875]",False,None,False,None
38,38,1.5808765932542883,351.40736562344546,"[-259.29998779296875, -45.29998779296869]",False,None,False,None
39,39,1.592671120848081,351.419175173236,"[-260.8999938964844, -44.79998779296875]",False,None,False,None
40,40,1.6044307969455076,351.43092042802436,"[-260.6000061035156, -44.90002441406256]",False,None,False,None
41,41,1.6161418011251953,351.4426314322045,"[-260.20001220703125, -45.09997558593744]",False,None,False,None
42,42,1.627897871895584,351.4543872025306,"[-260.29998779296875, -44.5999755859375]",False,None,False,None
43,43,1.639657247548712,351.4661462777399,"[-260.6000061035156, -42.79998779296875]",False,None,False,None
44,44,1.6514118160994258,351.4779008462906,"[-260.79998779296875, -42.4000244140625]",False,None,False,None
45,45,1.663223468997785,351.4897137009648,"[-260.5, -42.70001220703131]",False,None,False,None
46,46,1.6749624144636073,351.50145234598676,"[-261.20001220703125, -43.09997558593744]",False,None,False,None
