,frameN,routine_time,global_time,gaze,good_fixation,button,stimulus_display,recorded_response
0,0,1.1314113652315427,182.92770543142979,"[-313.5, -48.5999755859375]",False,None,False,None
1,1,1.1453750567488896,182.94167182710953,"[-313.29998779296875, -46.90002441406256]",True,None,False,None
2,2,1.1565645785431116,182.9528592456645,"[-313.70001220703125, -49.0]",False,None,False,None
3,3,1.1683000405919302,182.96459440725266,"[-314.0, -50.40002441406256]",False,None,False,None
4,4,1.180029793855283,182.97632355959104,"[-313.3999938964844, -49.29998779296869]",False,None,False,None
5,5,1.19178839151391,182.98808215724785,"[-314.1000061035156, -49.4000244140625]",False,None,False,None
6,6,1.2035292618875246,182.99982302762146,"[-312.3999938964844, -50.20001220703131]",False,None,False,None
7,7,1.215297474342151,183.01159093961542,"[-313.5, -50.70001220703125]",False,None,False,None
8,8,1.2270698932716186,183.02336365900737,"[-313.5, -49.49999999999994]",False,None,False,None
9,9,1.238832697405087,183.03512646313902,"[-313.3999938964844, -50.9000244140625]",False,None,False,None
10,10,1.2506018112471793,183.04689527652044,"[-314.1000061035156, -49.4000244140625]",False,None,False,None
11,11,1.2623676200037153,183.05866108527698,"[-313.3999938964844, -51.20001220703125]",False,None,False,None
12,12,1.2741126968521712,183.0704064625861,"[-313.70001220703125, -49.0]",False,None,False,None
13,13,1.2858742991338659,183.08216776440713,"[-313.1000061035156, -49.4000244140625]",False,None,False,None
14,14,1.2976602388735046,183.09395400460926,"[-313.3999938964844, -52.0]",False,None,False,None
15,15,1.3094371647403023,183.10573093047606,"[-314.6000061035156, -51.20001220703125]",False,None,False,None
16,16,1.321218597542611,183.11751206281588,"[-312.6000061035156, -51.09997558593756]",False,None,False,None
17,17,1.3329450457204075,183.12925203180203,"[-313.6000061035156, -51.5999755859375]",False,None,False,None
18,18,1.3446889207170898,183.14098268645284,"[-313.20001220703125, -52.70001220703125]",False,None,False,None
19,19,1.3564682502837968,183.15276201601955,"[-313.6000061035156, -54.70001220703125]",False,None,False,None
20,20,1.3682340590403328,183.1645278247761,"[-311.79998779296875, -53.5999755859375]",False,None,False,None
21,21,1.379962610453731,183.176256075727,"[-311.8999938964844, -53.79998779296875]",False,None,False,None
22,22,1.391738334470574,183.18803179974384,"[-313.20001220703125, -53.50000000000006]",False,None,False,None
23,23,1.4035362927079404,183.1998300584437,"[-313.20001220703125, -54.59997558593744]",False,None,False,None
24,24,1.4152921862041694,183.2115859519381,"[-314.5, -53.4000244140625]",False,None,False,None
25,25,1.4270306528778747,183.22332471907612,"[-311.70001220703125, -54.5]",False,None,False,None
26,26,1.4387640116892726,183.23505747696254,"[-312.6000061035156, -53.50000000000006]",False,None,False,None
27,27,1.4505445431059343,183.2468383088417,"[-314.1000061035156, -52.0]",False,None,False,None
