,frameN,routine_time,global_time,gaze,good_fixation,button,stimulus_display,recorded_response
0,0,1.1307046482797887,423.74587755337507,"[49.4000244140625, -400.0]",False,None,False,None
1,1,1.1444707746604763,423.75964367975666,"[116.0, -586.4000244140625]",False,None,False,None
2,2,1.1557959727688285,423.77096797648665,"[172.79998779296875, -750.5999755859375]",False,None,False,None
3,3,1.1676319510415851,423.7828039547603,"[200.20001220703125, -897.300048828125]",False,None,False,None
4,4,1.179363670069506,423.7945365751648,"[233.5999755859375, -1019.0]",False,None,False,None
5,5,1.191131444167695,423.80631817037283,"[264.70001220703125, -1113.5]",False,None,False,None
6,6,1.2029064292801195,423.8180781325391,"[254.5, -1204.5999755859375]",False,None,False,None
7,7,1.2146835176044988,423.8298705442694,"[285.9000244140625, -1262.5999755859375]",False,None,False,None
8,8,1.2264491884898234,423.8416208917497,"[325.29998779296875, -1305.699951171875]",False,None,False,None
9,9,1.2381616781467528,423.8533333814066,"[331.4000244140625, -1329.699951171875]",False,None,False,None
10,10,1.2498870875369903,423.86507381374304,"[329.0999755859375, -1371.800048828125]",False,None,False,None
11,11,1.2617741438270969,423.876945847087,"(99999, 99999)",False,None,False,None
12,12,1.2734532825434144,423.8886249858033,"(99999, 99999)",False,None,False,None
13,13,1.2852288685735402,423.9004005718334,"(99999, 99999)",False,None,False,None
14,14,1.2969656954028324,423.9121373986627,"(99999, 99999)",False,None,False,None
15,15,1.3087259580279351,423.92389736082896,"(99999, 99999)",False,None,False,None
16,16,1.3204934316672734,423.935680758791,"(99999, 99999)",False,None,False,None
17,17,1.3322410750179188,423.94741307873664,"(99999, 99999)",False,None,False,None
18,18,1.343970991291826,423.9591577174979,"(99999, 99999)",False,None,False,None
19,19,1.3557546897127395,423.97092669343147,"(99999, 99999)",False,None,False,None
20,20,1.3675443973124857,423.9827305225999,"(99999, 99999)",False,None,False,None
21,21,1.3792716094558273,423.9944433127157,"(99999, 99999)",False,None,False,None
22,22,1.3910796450491034,424.0062519492267,"(99999, 99999)",False,None,False,None
23,23,1.402778013137322,424.0179497163963,"(99999, 99999)",False,None,False,None
24,24,1.4145382757624247,424.02971027948024,"(99999, 99999)",False,None,False,None
25,25,1.4262886232427263,424.04146062696145,"(99999, 99999)",False,None,False,None
26,26,1.4380419753124443,424.05321397903117,"(99999, 99999)",False,None,False,None
27,27,1.4498400957618287,424.0650130008571,"(99999, 99999)",False,None,False,None
28,28,1.4617226451682654,424.0768952498047,"(99999, 99999)",False,None,False,None
29,29,1.4733407907233413,424.08853382656616,"(99999, 99999)",False,None,False,None
30,30,1.4851289960279246,424.10030220158205,"(99999, 99999)",False,None,False,None
31,31,1.496882348098552,424.11205585411153,"(99999, 99999)",False,None,False,None
32,32,1.50867746395852,424.1238509699715,"(99999, 99999)",False,None,False,None
33,33,1.5204494444815282,424.13562204911796,"(99999, 99999)",False,None,False,None
34,34,1.5321919800298929,424.14736488512517,"(99999, 99999)",False,None,False,None
35,35,1.5439540454090093,424.159127551422,"(99999, 99999)",False,None,False,None
36,36,1.5557419502547418,424.1709136535137,"(99999, 99999)",False,None,False,None
37,37,1.5674959032421611,424.1826679069609,"(99999, 99999)",False,None,False,None
38,38,1.5792135007004617,424.1943855044192,"(99999, 99999)",False,None,False,None
39,39,1.5909524307426182,424.20612443446134,"(99999, 99999)",False,None,False,None
40,40,1.6027000740932635,424.21787177735223,"(99999, 99999)",False,None,False,None
41,41,1.6145360523660202,424.2297242808663,"(99999, 99999)",False,None,False,None
42,42,1.6262713769010588,424.24144428199634,"(99999, 99999)",False,None,False,None
43,43,1.6380247289707768,424.25319763406605,"(99999, 99999)",False,None,False,None
44,44,1.6497934044455178,424.2649663095408,"(99999, 99999)",False,None,False,None
45,45,1.6615885203054859,424.2767617258596,"(99999, 99999)",False,None,False,None
46,46,1.6737261593352741,424.2888993648894,"(99999, 99999)",False,None,False,None
47,47,1.685481915076707,424.300654820172,"(99999, 99999)",False,None,False,None
48,48,1.697200113452709,424.312373018548,"(99999, 99999)",False,None,False,None
49,49,1.7090003371149578,424.3241729417514,"(99999, 99999)",False,None,False,None
50,50,1.7207194368675118,424.33591247271033,"(99999, 99999)",False,None,False,None
51,51,1.7325235664948195,424.3477144991257,"(99999, 99999)",False,None,False,None
52,52,1.7442477740496543,424.3594393075982,"(99999, 99999)",False,None,False,None
