,frameN,routine_time,global_time,gaze,good_fixation,button,stimulus_display,recorded_response
0,0,1.148041195670885,258.37482694429286,"[-295.20001220703125, 32.600006103515625]",True,None,False,None
1,1,1.1573420385964255,258.3841277872184,"[-294.3999938964844, 31.70001220703125]",True,None,False,None
2,2,1.168946986066885,258.39573213380095,"[-295.3999938964844, 32.70001220703125]",True,None,False,None
3,3,1.1806775191023462,258.4074626668364,"[-305.8999938964844, 20.70001220703125]",True,None,False,None
4,4,1.192417065456084,258.41920221319015,"[-305.20001220703125, 10.79998779296875]",True,None,False,None
5,5,1.2041779433293414,258.4309630910634,"[-304.1000061035156, 12.100006103515625]",True,None,False,None
6,6,1.2159400229782023,258.4427254711561,"[-304.1000061035156, 10.899993896484318]",True,None,False,None
7,7,1.2277201292631617,258.4545052769972,"[-304.20001220703125, 11.29998779296875]",True,None,False,None
8,8,1.2395341857129551,258.4663196338911,"[-303.20001220703125, 10.500000000000057]",True,None,False,None
9,9,1.251217849494651,258.4780029972287,"[-302.70001220703125, 10.399993896484375]",True,None,False,None
10,10,1.262978426923837,258.4897635746579,"[-302.8999938964844, 10.299987792968693]",True,None,False,None
11,11,1.274769349190592,258.5015547973685,"[-303.6000061035156, 9.799987792968693]",True,None,False,None
12,12,1.2866035353840743,258.51338868311814,"[-302.70001220703125, 10.100006103515625]",True,None,False,None
13,13,1.2982583565478762,258.5250438047258,"[-303.5, 10.79998779296875]",True,None,False,None
14,14,1.3100174317573874,258.53680257949145,"[-302.0, 12.100006103515625]",True,None,False,None
15,15,1.3217990402620217,258.5485841879961,"[-301.79998779296875, 12.700012207031307]",True,None,False,None
16,16,1.3335815500986428,258.5603666978327,"[-301.1000061035156, 11.899993896484375]",True,None,False,None
17,17,1.3453144866857656,258.5720999348637,"[-301.20001220703125, 13.100006103515568]",True,None,False,None
18,18,1.3570957947465558,258.58388124292446,"[-302.0, 13.5]",True,None,False,None
19,19,1.3688581748392608,258.5956436230174,"[-302.1000061035156, 12.499999999999943]",True,None,False,None
20,20,1.3806358775727858,258.6074213257509,"[-301.0, 12.29998779296875]",True,None,False,None
21,21,1.3923561955145942,258.6191416436927,"[-302.5, 13.399993896484375]",True,None,False,None
22,22,1.404119476939286,258.6309055260051,"[-302.20001220703125, 11.5]",True,None,False,None
23,23,1.4158761485973628,258.64266249810726,"[-302.5, 11.100006103515682]",True,None,False,None
24,24,1.427675783738323,258.65446243369206,"[-301.0, 10.899993896484318]",True,None,False,None
25,25,1.439411424320724,258.66619747338655,"[-301.3999938964844, 10.600006103515625]",True,None,False,None
26,26,1.4511635893197763,258.67795053971736,"[-302.1000061035156, 9.70001220703125]",True,None,False,None
27,27,1.4629190592020223,258.6897054087119,"[-301.79998779296875, 7.899993896484375]",True,None,False,None
28,28,1.4746955601599439,258.70148160922577,"[-302.1000061035156, 7.200012207031193]",True,None,False,None
29,29,1.4865240379185707,258.71331038742846,"[-302.79998779296875, 5.70001220703125]",True,None,False,None
30,30,1.4981947826108808,258.7249811321208,"[-303.0, 5.600006103515568]",True,None,False,None
31,31,1.5099899110928163,258.7367753592707,"[-303.79998779296875, 4.999999999999943]",True,None,False,None
32,32,1.5217168388012396,258.7485019865353,"[-302.1000061035156, 5.200012207031307]",True,None,False,None
33,33,1.533485227772644,258.7602703755067,"[-302.3999938964844, 4.399993896484375]",True,None,False,None
34,34,1.5452208683552726,258.77200601608934,"[-302.79998779296875, 4.79998779296875]",True,None,False,None
35,35,1.556977239569278,258.78376238730334,"[-301.8999938964844, 3.899993896484318]",True,None,False,None
36,36,1.5687765742663942,258.7955620224443,"[-302.29998779296875, 4.79998779296875]",True,None,False,None
37,37,1.580598141814562,258.80738358999247,"[-302.6000061035156, 5.70001220703125]",True,None,False,None
38,38,1.592272191390066,258.8190576395682,"[-302.5, 5.200012207031307]",True,None,False,None
39,39,1.6040177466225032,258.83080289435657,"[-301.8999938964844, 5.5]",True,None,False,None
40,40,1.6157882387017253,258.8425733864358,"[-300.8999938964844, 4.999999999999943]",True,None,False,None
41,41,1.6275803627440837,258.85436551047815,"[-300.79998779296875, 4.399993896484375]",True,None,False,None
42,42,1.6393181064343025,258.86610325416837,"[-300.70001220703125, 4.299987792968807]",True,None,False,None
43,43,1.6510549487925346,258.8778400965266,"[-300.70001220703125, 3.70001220703125]",True,None,False,None
44,44,1.66283475463365,258.88962020281156,"[-300.29998779296875, 4.0]",True,None,False,None
45,45,1.6745749018750757,258.90137537224996,"[-301.29998779296875, 4.0]",True,None,False,None
46,46,1.6863934649841212,258.913178913162,"[-259.29998779296875, -3.5]",True,None,False,None
47,47,1.6981714681614903,258.92495661589555,"[-131.89999389648438, -11.600006103515682]",False,None,False,None
48,48,1.7099035034168537,258.9367027720159,"[-5.9000244140625, -17.600006103515625]",False,None,False,None
49,49,1.7216391439992549,258.9484245921774,"[88.0, -23.600006103515625]",False,None,False,None
50,50,1.7334018245360312,258.9601881740459,"[136.0, -21.399993896484375]",False,None,False,None
51,51,1.7451627024092886,258.971949352363,"[137.29998779296875, -22.70001220703125]",False,None,False,None
52,52,1.7569178718476905,258.9837045218014,"[132.20001220703125, -25.500000000000057]",False,None,False,None
53,53,1.7686919692539504,258.9954780183198,"[129.29998779296875, -26.600006103515682]",False,None,False,None
54,54,1.7805096310310091,259.0072965814286,"[127.20001220703125, -27.600006103515625]",False,None,False,None
55,55,1.7921965996958988,259.0189829492058,"[125.5, -28.20001220703125]",False,None,False,None
56,56,1.803955374461566,259.03074172397123,"[125.0, -29.700012207031307]",False,None,False,None
57,57,1.8157709331310343,259.0425578835286,"[124.0999755859375, -29.200012207031193]",False,None,False,None
58,58,1.8275459318690537,259.0543325818228,"[123.20001220703125, -28.899993896484375]",False,None,False,None
59,59,1.839249424950367,259.066036675792,"[122.5999755859375, -28.899993896484375]",False,None,False,None
60,60,1.8510009890615038,259.0777873385714,"[122.70001220703125, -28.70001220703125]",False,None,False,None
61,61,1.862758261607496,259.0895446111174,"[122.0999755859375, -29.100006103515625]",False,None,False,None
62,62,1.8745996584555087,259.10138630840925,"[121.9000244140625, -28.20001220703125]",False,None,False,None
63,63,1.8862761115826743,259.1130615597606,"[120.5999755859375, -26.999999999999943]",False,None,False,None
64,64,1.8980192632636772,259.12480441099774,"[6.5999755859375, -13.399993896484375]",False,None,False,None
65,65,1.9097789393608764,259.13656408709494,"[-176.79998779296875, -1.70001220703125]",False,None,False,None
66,66,1.9215827807170172,259.1483679284511,"[-258.8999938964844, 10.899993896484318]",True,None,False,None
67,67,1.9333130133086343,259.16009846148654,"[-290.0, 4.700012207031307]",True,None,False,None
68,68,1.9450606716486618,259.1718458193827,"[-284.20001220703125, 6.500000000000057]",True,None,False,None
