,frameN,routine_time,global_time,gaze,good_fixation,button,stimulus_display,recorded_response
0,0,1.130981190669445,335.5525514671108,"[-222.5, -63.20001220703131]",False,None,False,None
1,1,1.144390672312511,335.5659612492127,"[-228.5, -71.59997558593756]",False,None,False,None
2,2,1.155182255375621,335.5767516304404,"[-233.89999389648438, -65.29998779296875]",False,None,False,None
3,3,1.1669434193781854,335.5885130949009,"[-233.5, -68.7000122070312]",False,None,False,None
4,4,1.178735530648737,335.6003052061724,"[-235.29998779296875, -69.5]",False,None,False,None
5,5,1.1904747611497442,335.6120444366725,"[-235.39999389648438, -72.2000122070312]",False,None,False,None
6,6,1.2022584595706576,335.6238281350934,"[-234.5, -71.5]",False,None,False,None
7,7,1.213983868960895,335.6355535444836,"[-240.60000610351562, -128.90002441406244]",False,None,False,None
8,8,1.2257582531547087,335.6473282291372,"[-265.3999938964844, -497.09997558593756]",False,None,False,None
9,9,1.237519417157273,335.65908909268,"(99999, 99999)",False,None,False,None
10,10,1.2493776293904375,335.6709620274005,"(99999, 99999)",False,None,False,None
11,11,1.2610333323109444,335.6826030078346,"(99999, 99999)",False,None,False,None
12,12,1.27279960411488,335.69436958009646,"(99999, 99999)",False,None,False,None
13,13,1.2845929172208344,335.7061628932033,"[-646.1999998092651, -897.699951171875]",False,None,False,None
14,14,1.2963471706680139,335.7179171466496,"[-435.1000061035156, -558.5999755859375]",False,None,False,None
15,15,1.3080701763865363,335.7296398519102,"[-346.70001220703125, -362.2999877929687]",False,None,False,None
16,16,1.3198310399293405,335.74140101591183,"[-342.29998779296875, -155.40002441406256]",False,None,False,None
17,17,1.3316522957156849,335.7532219712393,"[-332.0, -38.5999755859375]",False,None,False,None
18,18,1.343353067474709,335.76492274299744,"[-327.29998779296875, 14.899993896484318]",True,None,False,None
19,19,1.3551127291821103,335.7766827051637,"[-322.6000061035156, -17.70001220703125]",True,None,False,None
20,20,1.3668714895120502,335.78844146549454,"[-322.1000061035156, -21.79998779296875]",True,None,False,None
21,21,1.3786852338253084,335.80025490934895,"[-322.20001220703125, -20.70001220703125]",True,None,False,None
22,22,1.3904103427566952,335.81198001828034,"[-321.5, -21.399993896484375]",True,None,False,None
23,23,1.4021576856484899,335.823727661631,"[-321.29998779296875, -21.899993896484375]",True,None,False,None
24,24,1.413918549191294,335.8354885251738,"[-321.20001220703125, -23.20001220703125]",True,None,False,None
25,25,1.4257623393959875,335.8473323153785,"[-321.8999938964844, -24.70001220703125]",True,None,False,None
26,26,1.4375066776983658,335.859076353222,"[-321.8999938964844, -25.20001220703125]",True,None,False,None
27,27,1.4492017407383173,335.87077141626105,"[-323.79998779296875, -23.20001220703125]",True,None,False,None
28,28,1.4609589987740037,335.88252867429765,"[-324.5, -22.200012207031307]",True,None,False,None
29,29,1.473131791497508,335.89470206793885,"[-325.29998779296875, -22.899993896484375]",True,None,False,None
30,30,1.4848776320941397,335.9064473076178,"[-324.6000061035156, -23.700012207031193]",True,None,False,None
31,31,1.4966415002263602,335.91821147620885,"[-324.70001220703125, -24.29998779296875]",True,None,False,None
32,32,1.5084354142509255,335.93000569069227,"[-324.79998779296875, -23.899993896484318]",True,None,False,None
33,33,1.5201566172163439,335.94172629274,"[-322.8999938964844, -24.0]",True,None,False,None
34,34,1.5319331046230218,335.95350278014666,"[-204.10000610351562, -50.20001220703131]",False,None,False,None
35,35,1.5436825507267713,335.9652522262504,"[-25.70001220703125, -39.99999999999994]",False,None,False,None
36,36,1.555442813351874,335.9770124888755,"[111.5, -45.9000244140625]",False,None,False,None
37,37,1.5672036768955877,335.9887733524183,"[219.29998779296875, -35.59997558593744]",False,None,False,None
38,38,1.579021627633665,336.00059160361525,"[256.4000244140625, -35.00000000000006]",False,None,False,None
39,39,1.5907323145365808,336.0123019900602,"[249.79998779296875, -37.20001220703131]",False,None,False,None
40,40,1.6024892721134165,336.02405894763706,"[249.20001220703125, -39.20001220703125]",False,None,False,None
41,41,1.6142441264782974,336.0358141024599,"[247.9000244140625, -40.50000000000006]",False,None,False,None
42,42,1.6260915221901087,336.0476614981726,"[246.5999755859375, -39.79998779296869]",False,None,False,None
43,43,1.637759844385073,336.0593295199087,"[246.5, -39.29998779296875]",False,None,False,None
44,44,1.6495648753898422,336.07113485137234,"[247.5999755859375, -42.50000000000006]",False,None,False,None
45,45,1.661317326083008,336.08288700160665,"[247.20001220703125, -41.29998779296875]",False,None,False,None
46,46,1.6730469418980647,336.09461691788056,"[248.0999755859375, -42.29998779296875]",False,None,False,None
47,47,1.6848081058997195,336.1063780818822,"[247.70001220703125, -41.79998779296869]",False,None,False,None
48,48,1.6965692699022838,336.118138945425,"[247.4000244140625, -44.29998779296875]",False,None,False,None
49,49,1.7083472596032152,336.12991693512686,"[247.5, -44.20001220703119]",False,None,False,None
50,50,1.7201027148857975,336.1416726908683,"[247.0, -42.4000244140625]",False,None,False,None
51,51,1.7318479545647278,336.15341763008837,"[138.79998779296875, -33.9000244140625]",False,None,False,None
52,52,1.7436100199438442,336.1651796954675,"[6.70001220703125, -40.29998779296881]",False,None,False,None
53,53,1.7553865073505222,336.176956483333,"[-125.29998779296875, -47.4000244140625]",False,None,False,None
54,54,1.767130244735199,336.18869992025884,"[-125.9000244140625, -56.0999755859375]",False,None,False,None
55,55,1.778904328470162,336.2004740039938,"[-128.60000610351562, -50.5]",False,None,False,None
56,56,1.7906552768690744,336.21222525285157,"[-128.5, -50.0999755859375]",False,None,False,None
57,57,1.8024362711594222,336.22400594668306,"[-131.29998779296875, -50.20001220703131]",False,None,False,None
58,58,1.8141755016604293,336.2357454776429,"[-131.60000610351562, -51.5999755859375]",False,None,False,None
59,59,1.8260307093041774,336.2476003848278,"[-129.70001220703125, -52.0]",False,None,False,None
60,60,1.8376927218623678,336.2592629983037,"[-129.79998779296875, -53.70001220703119]",False,None,False,None
61,61,1.849459294125154,336.27102927010765,"[-132.0, -55.0999755859375]",False,None,False,None
62,62,1.8612387861212483,336.28280876210374,"[-130.60000610351562, -52.70001220703125]",False,None,False,None
63,63,1.8730047574654236,336.2945747334479,"[-131.60000610351562, -54.70001220703125]",False,None,False,None
64,64,1.884740382459313,336.30631005798296,"[-132.20001220703125, -53.4000244140625]",False,None,False,None
65,65,1.8964973400361487,336.31806731601864,"[-131.39999389648438, -53.09997558593756]",False,None,False,None
66,66,1.9083002678280536,336.32988436538017,"[-130.20001220703125, -52.0999755859375]",False,None,False,None
67,67,1.920036794198495,336.34160646972214,"[-130.70001220703125, -53.90002441406244]",False,None,False,None
68,68,1.9317877425974075,336.35335741812105,"[-130.89999389648438, -54.70001220703125]",False,None,False,None
69,69,1.9435416955848268,336.36511137110847,"[-130.10000610351562, -52.20001220703131]",False,None,False,None
